ID Number,Title,Preferred Language,Gender,Relationship Types,Faculty of Graduation,Year of Graduation,Province,Lifetime Giving,Year of Last Gift,Year of First Gift,Largest Gift,Events Attended in Lifetime,Past Traveler Y/N,# of Instances of Volunteering,# of Clicks in the Past Month
125556,,E,M,Graduate,Arts -- General,1960,AB,0,,,,13,N,3,21
125557,,E,F,Graduate,Management,1962,QC,0,,,,3,N,3,18
125558,,E,F,Graduate,Management,1956,QC,0,,,,7,N,0,23
125559,,E,F,Graduate,Medicine -- General,1959,NL,39237,1969,1967,785,9,N,1,17
125560,,E,F,Graduate,Medicine -- General,1958,ON,0,,,,11,N,2,23
125561,, ,F,Graduate,Medicine -- General,1945,AB,0,,,,11,N,2,4
125562,,E,F,Graduate,Arts -- Information (Library) Studies,1952,QC,0,,,,5,N,0,4
125563,, ,F,Graduate,Management,2003,QC,0,,,,9,Y,0,10
125564,,E,F,Graduate,Dentistry,1997,BC,0,,,,14,N,3,2
125565,,E,F,"Graduate, Former Faculty/Staff",Engineer -- General,1985,MB,0,,,,3,N,0,9
125566,,E,F,Graduate,Management,1941,ON,0,,,,13,N,1,22
125567,,E,M,Graduate,Management,1969,ON,0,,,,14,Y,1,0
125568,,E,F,Graduate,Agr&Env -- General,2001,BC,0,,,,6,N,2,8
125569,,E,F,Graduate,Engineer -- General,1981,ON,24085,1980,1980,11320,6,N,0,17
125570,,E,F,Graduate,Engineer -- General,2003,BC,0,,,,10,N,3,7
125571,,E,F,Graduate,Science -- General,1966,BC,0,,,,0,N,3,10
125572,,E,F,Graduate,Engineer -- General,1981,BC,0,,,,14,N,0,13
125573,,E,M,Graduate,Agr&Env -- Dietetics,1991,SK,1939,1998,1995,1454,3,N,1,20
125574,,E,F,Graduate,Engineer -- Architect,1970,AB,0,,,,3,N,2,2
125575,,E,F,Graduate,Management,1999,AB,0,,,,0,N,2,12
125576,,E,F,Graduate,Engineer -- General,1986,QC,0,,,,2,N,0,19
125577,, ,M,Graduate,Management,1994,NB,0,,,,1,N,0,3
125578,, ,F,Graduate,Science -- General,1949,BC,0,,,,9,N,3,12
125579,, ,M,"Graduate, Past Parent",Management,1992,ON,46788,2011,2007,14972,5,N,0,17
125580,,E,M,Graduate,Management,1945,ON,44265,1943,1943,38511,14,Y,1,16
125581,,E,F,Graduate,Engineer -- General,2006,ON,35348,2007,2007,20148,2,N,1,19
125582,,E,F,Graduate,Engineer -- General,1970,QC,0,,,,3,N,2,17
125583,,E,F,Graduate,Arts -- General,2010,BC,0,,,,13,N,0,13
125584,,E,F,Graduate,Engineer -- General,1955,QC,0,,,,11,Y,3,17
125585,,E,M,"Graduate, Former Faculty/Staff",Arts -- General,1940,QC,0,,,,14,N,3,6
125586,,E,M,Graduate,Engineer -- General,1962,AB,0,,,,15,N,0,5
125587,,E,M,Graduate,Arts -- General,1964,SK,0,,,,7,N,1,11
125588,,E,M,Graduate,Arts -- General,1968,QC,0,,,,6,N,2,17
125589,,F,F,Graduate,Engineer -- Architect,1957,ON,0,,,,2,N,2,15
125590,, ,M,Graduate,Science -- General,1977,NB,0,,,,0,N,0,10
125591,President,E,F,Graduate,Science -- General,1986,NB,0,,,,6,N,0,1
125592,,E,F,Graduate,Science -- General,2002,ON,1272,2002,2002,1170,10,N,3,2
125593,,E,M,Graduate,Arts -- General,2008,ON,0,,,,14,N,0,0
125594,,E,F,Graduate,Arts -- General,1961,NB,0,,,,5,N,1,15
125595,,E,F,Graduate,Dentistry,2010,BC,19496,2007,2007,17351,3,N,1,16
125596,,E,F,Graduate,Science -- General,1949,AB,39520,1963,1949,35173,2,N,2,20
125597,,E,F,"Graduate, Former Faculty/Staff",Arts -- General,1941,ON,0,,,,6,N,0,1
125598,,E,M,Graduate,Medicine -- POT,1979,QC,0,,,,6,N,3,21
125599,,E,F,Graduate,Arts -- General,1991,ON,0,,,,7,N,3,9
125600,,E,F,Graduate,Management,1962,ON,0,,,,13,N,0,14
125601,,E,F,Graduate,Engineer -- General,1995,NB,0,,,,8,N,1,23
125602,,E,M,Graduate,Engineer -- Architect,2002,YT,0,,,,13,N,2,19
125603,CEO, ,M,Graduate,Management,1979,ON,0,,,,9,N,2,22
125604,,E,F,Graduate,Medicine -- Nursing,1986,SK,0,,,,5,Y,0,2
125605,, ,F,Graduate,Arts -- General,1943,NB,0,,,,7,N,0,11
125606,, ,F,Graduate,Arts -- General,1979,AB,46752,1985,1980,27584,6,N,3,17
125607,, ,F,Graduate,Science -- General,2006,SK,0,,,,14,N,0,19
125608,CEO, ,F,Graduate,Arts -- General,1994,BC,0,,,,10,N,1,2
125609,,E,F,Graduate,Arts -- General,1994,QC,0,,,,2,N,1,9
125610,, ,M,Graduate,Dentistry,1958,ON,0,,,,9,N,2,17
125611,, ,F,Graduate,Science -- General,1969,QC,23344,1970,1968,19376,13,N,0,17
125612,,E,F,Graduate,Management,1995,QC,43606,2009,2005,21367,7,N,3,17
125613,,E,F,Graduate,Arts -- General,2005,BC,0,,,,12,N,3,11
125614,, ,F,"Graduate, Former Faculty/Staff",Engineer -- General,1995,ON,0,,,,4,N,0,2
125615,,E,M,Graduate,Engineer -- General,1987,ON,0,,,,2,N,1,8
125616,,E,F,Graduate,Management,1951,NB,0,,,,0,N,2,11
125617,,E,M,Graduate,Engineer -- General,1952,QC,0,,,,7,N,2,19
125618,,E,F,Graduate,Medicine -- General,1977,QC,43225,1997,1997,38038,12,N,0,15
125619,,E,F,Graduate,Law,2001,AB,0,,,,5,N,0,0
125620,, ,F,Graduate,Arts -- General,1979,AB,0,,,,9,N,3,12
125621,, ,F,Graduate,Science -- General,1989,BC,47310,2010,2006,44945,15,N,0,18
125622,,E,F,Graduate,Arts -- General,2005,QC,0,,,,11,N,1,11
125623,,E,F,Graduate,Engineer -- General,1988,QC,0,,,,12,N,1,4
125624,,E,M,Graduate,Engineer -- General,1972,QC,0,,,,3,N,2,23
125625,,F,F,Graduate,Arts -- General,1993,ON,0,,,,5,N,0,17
125626,,E,M,Graduate,Management,1999,ON,31619,1999,1998,26244,1,N,3,17
125627,,E,F,Graduate,Law,2008,BC,0,,,,9,N,3,12
125628,,F,M,Graduate,Arts -- General,1959,ON,0,,,,10,N,0,8
125629,,F,F,Graduate,Medicine -- General,1969,BC,0,,,,2,N,1,23
125630,President,E,M,Graduate,Law,2015,AB,0,,,,12,N,2,2
125631,,F,F,Graduate,Medicine -- General,1964,QC,0,,,,9,N,2,12
125632,,E,M,Graduate,Agr&Env -- General,1985,ON,0,,,,15,N,0,6
125633,, ,F,Graduate,Engineer -- General,1956,BC,0,,,,7,N,0,23
125634,,F,M,Graduate,Arts -- General,1950,ON,4977,1960,1955,2986,12,Y,3,7
125635,, ,F,Graduate,Arts -- Social Work,1961,ON,0,,,,2,N,0,14
125636,,F,F,Graduate,Arts -- General,1967,QC,0,,,,12,N,1,22
125637,,E,F,Graduate,Law,1945,AB,0,,,,4,N,1,5
125638,,E,F,Graduate,Management,1954,AB,0,,,,6,N,2,6
125639,,F,F,Graduate,Dentistry,1968,ON,0,,,,4,N,0,6
125640,,E,M,"Graduate, Past Parent",Medicine -- Nursing,1992,QC,0,,,,15,N,3,16
125641,,F,M,Graduate,Music,1998,BC,0,,,,13,N,3,22
125642,,F,M,Graduate,Arts -- General,2004,MB,0,,,,14,N,0,19
125643,,E,M,Graduate,Arts -- General,1961,NS,0,,,,5,N,1,17
125644,,E,M,Graduate,Arts -- General,2004,AB,17322,2011,2004,6929,14,N,2,15
125645,,F,F,Graduate,Dentistry,1951,BC,25371,1955,1953,14208,13,N,2,18
125646,, ,M,Graduate,Management,2004,QC,0,,,,4,N,0,9
125647,, ,F,Graduate,Science -- General,1960,QC,0,,,,7,N,0,22
125648,,F,F,Graduate,Music,2003,NB,0,,,,4,N,3,19
125649,,F,F,"Graduate, Student",Arts -- General,2002,BC,0,,,,14,N,0,4
125650,,E,M,Graduate,Arts -- General,1949,ON,27482,1953,1948,21436,13,N,1,17
125651,,F,M,Graduate,Engineer -- General,1989,QC,0,,,,7,N,1,3
125652,,F,F,Graduate,Science -- General,1955,QC,27891,1977,1967,13109,9,N,2,17
125653,,E,M,Graduate,Engineer -- Architect,1944,ON,0,,,,6,N,0,11
125654,,F,M,"Graduate, Faculty/Staff",Science -- General,1999,QC,0,,,,0,N,3,7
125655,,F,M,Graduate,Science -- General,1982,NB,0,,,,12,N,3,7
125656,CEO,F,F,Graduate,Arts -- General,1982,QC,0,,,,14,N,0,19
125657,,F,M,Graduate,Engineer -- General,1963,ON,29940,1968,1962,5689,0,N,1,16
125658,,E,F,Graduate,Management,1973,AB,7222,1995,1989,6428,8,N,2,22
125659,,E,M,Graduate,Medicine -- Nursing,1940,MB,0,,,,12,N,2,0
125660,,E,F,Graduate,Arts -- General,1956,BC,41988,1986,1970,1680,11,N,0,17
125661,,E,F,Graduate,Medicine -- General,1998,QC,0,,,,2,N,0,0
125662,,E,F,Graduate,Medicine -- General,1981,BC,0,,,,14,N,3,19
125663,,F,F,Graduate,Engineer -- General,1985,QC,0,,,,3,N,0,18
125664,, ,F,Graduate,Arts -- General,1949,BC,0,,,,9,N,1,10
125665,,F,F,Graduate,Engineer -- General,1987,MB,0,,,,14,N,1,2
125666,,F,F,"Graduate, Student",Science -- General,1965,QC,39989,1967,1964,17595,0,N,2,16
125667,"Chairman, CEO", ,F,Graduate,Law,2007,NB,0,,,,8,Y,0,17
125668,President,E,F,Graduate,Engineer -- General,1945,BC,23509,1957,1955,16456,4,N,3,18
125669,,E,M,Graduate,Engineer -- General,1952,NB,0,,,,0,N,3,23
125670,, ,M,Graduate,Engineer -- General,2007,QC,0,,,,1,N,0,9
125671,, ,F,Graduate,Science -- General,2011,NS,0,,,,0,N,1,21
125672,,E,F,Graduate,Medicine -- General,2009,NB,0,,,,12,N,2,11
125673,,E,F,Graduate,Agr&Env -- General,1967,ON,0,,,,13,Y,2,7
125674,,E,F,Graduate,Dentistry,1986,AB,0,,,,4,N,0,4
125675,"Chairman, CEO",E,M,Graduate,Agr&Env -- General,1944,NS,0,,,,7,N,0,12
125676,,E,F,Graduate,Science -- General,2005,QC,0,,,,0,N,3,18
125677,,E,F,Graduate,Engineer -- General,2015,ON,13605,2015,2015,3809,1,N,0,16
125678,,E,F,Graduate,Engineer -- General,1956,SK,0,,,,4,N,1,11
125679,,E,M,Graduate,Law,1984,NB,0,,,,6,N,1,4
125680,,E,M,Graduate,Arts -- General,1971,ON,0,,,,2,N,2,11
125681,,E,M,Graduate,Arts -- General,2003,QC,0,,,,8,N,0,21
125682,,E,M,Graduate,Law,1990,ON,31383,2006,2004,23223,6,N,3,19
125683,,E,M,Graduate,Arts -- General,1983,QC,0,,,,15,N,3,2
125684,,E,M,Graduate,Medicine -- General,1958,ON,0,,,,13,N,0,23
125685,,E,F,Graduate,Arts -- General,1982,ON,0,,,,0,N,1,17
125686,,E,M,Graduate,Management,1979,AB,0,,,,15,N,2,8
125687,, ,F,Graduate,Arts -- General,1951,ON,0,,,,5,N,2,6
125688,,E,F,Graduate,Law,1993,QC,42854,2008,1998,15427,5,N,0,18
125689,,E,M,Graduate,Arts -- General,1984,BC,0,,,,11,N,0,3
125690,, ,F,Graduate,Arts -- Information (Library) Studies,1947,ON,0,,,,14,N,3,3
125691,,E,F,Graduate,Medicine -- General,2005,NB,0,,,,15,N,0,4
125692,,E,F,Graduate,Arts -- General,1962,ON,0,,,,11,N,1,17
125693,, ,M,Graduate,Arts -- General,1996,QC,0,,,,14,N,1,9
125694,, ,F,Graduate,Engineer -- Architect,1977,BC,0,,,,13,N,2,20
125695,,E,F,Graduate,Medicine -- POT,1991,QC,0,,,,1,N,0,12
125696,,E,M,"Graduate, Past Parent",Management,1943,NB,0,,,,3,N,3,6
125697,,E,F,Graduate,Management,1942,ON,0,,,,4,N,3,16
125698,, ,F,Graduate,Science -- General,2011,QC,0,,,,3,N,0,20
125699,,E,F,Graduate,Arts -- General,1971,ON,0,,,,1,N,1,23
125700,,E,F,Graduate,Arts -- General,1984,QC,0,,,,4,N,2,8
125701,,E,M,Graduate,Engineer -- General,2006,NS,0,,,,10,N,2,12
125702,,E,M,Graduate,Medicine -- General,2015,NL,11174,2015,2015,2123,10,N,0,18
125703,, ,M,Graduate,Arts -- General,1984,ON,0,,,,8,N,0,3
125704,,E,F,Graduate,Management,2014,ON,0,,,,11,N,3,5
125705,,E,F,Graduate,Science -- General,1993,BC,0,,,,6,N,0,9
125706,, ,F,Graduate,Arts -- General,1977,QC,0,,,,10,N,1,21
125707,,E,F,Graduate,Science -- General,1949,QC,0,,,,11,N,1,14
125708,, ,F,Graduate,Arts -- General,1991,QC,0,,,,12,N,2,2
125709,President, ,F,Graduate,Engineer -- General,1959,ON,0,,,,11,N,0,16
125710,,E,M,Graduate,Science -- General,1946,QC,0,,,,9,N,3,8
125711,,E,M,Graduate,Science -- General,1958,MB,0,,,,2,N,3,3
125712,President, ,M,Graduate,Agr&Env -- General,2009,QC,48190,2012,2009,37106,13,N,0,20
125713,, ,M,Graduate,Medicine -- General,1943,SK,0,,,,13,N,1,2
125714,,E,M,Graduate,Agr&Env -- General,2004,ON,0,,,,3,N,2,21
125715,, ,M,Graduate,Engineer -- General,2005,BC,39685,2008,2006,9524,4,N,2,17
125716,,E,M,Graduate,Arts -- General,2014,ON,0,,,,14,N,0,5
125717,,E,F,Graduate,Science -- General,1969,ON,0,,,,11,N,0,12
125718,,E,M,Graduate,Law,1947,QC,0,,,,1,N,3,11
125719,,E,F,Graduate,Engineer -- Architect,1995,ON,0,,,,13,N,0,0
125720,,E,F,Graduate,Law,1970,AB,0,,,,15,N,1,4
125721,, ,F,Graduate,Law,1951,ON,5246,1965,1952,420,7,N,1,19
125722,,E,F,Graduate,Management,1986,NB,0,,,,5,N,2,0
125723,,E,F,Graduate,Management,2005,ON,0,,,,9,Y,0,13
125724,,E,F,Graduate,Arts -- General,1984,ON,17459,1995,1987,4539,7,N,3,20
125725,,E,F,Graduate,Management,2003,BC,0,,,,13,N,3,19
125726,, ,F,Graduate,Arts -- Information (Library) Studies,1959,ON,0,,,,0,N,0,18
125727,,E,F,Graduate,Management,1949,BC,36653,1954,1950,14661,2,N,1,20
125728,,E,M,Graduate,Science -- General,2015,BC,0,,,,10,N,2,8
125729,,E,M,Graduate,Management,1947,QC,0,,,,5,N,2,3
125730,,E,F,Graduate,Science -- General,1972,BC,0,,,,11,N,0,23
125731,,E,F,Graduate,Management,1971,QC,0,,,,9,N,0,17
125732,, ,F,Graduate,Arts -- General,1960,ON,0,,,,3,N,3,23
125733,,E,M,Graduate,Engineer -- General,1997,NL,25189,2002,1998,6297,12,Y,0,17
125734,, ,M,Graduate,Law,1943,ON,0,,,,8,N,1,7
125735,,E,F,Graduate,Arts -- General,1939,QC,0,,,,4,N,1,1
125736,,E,F,Graduate,Science -- General,1970,ON,0,,,,3,Y,2,7
125737,,E,F,Graduate,Engineer -- General,1980,ON,0,,,,10,N,0,12
125738,,E,M,Graduate,Dentistry,1973,QC,0,,,,7,N,3,12
125739,,E,M,Graduate,Management,1945,ON,0,,,,10,N,3,14
125740,,E,M,Graduate,Engineer -- General,2009,ON,0,,,,12,N,0,11
125741,,E,F,Graduate,Arts -- General,1997,ON,40997,1999,1996,31158,1,N,1,17
125742,,E,F,Graduate,Engineer -- General,1959,ON,0,,,,13,N,2,9
125743,,E,M,Graduate,Dentistry,1978,BC,0,,,,2,N,2,13
125744,,E,F,Graduate,Law,2000,QC,0,,,,1,N,0,16
125745,, ,F,Graduate,Law,1998,QC,0,,,,6,N,0,11
125746,CEO,E,F,Graduate,Engineer -- General,1956,ON,0,,,,12,N,3,1
125747,, ,F,Graduate,Management,1971,NL,0,,,,9,N,0,1
125748,,E,F,"Graduate, Former Faculty/Staff",Arts -- General,2005,ON,0,,,,12,N,1,20
125749,, ,F,Graduate,Dentistry,1998,SK,0,,,,8,N,1,0
125750,, ,M,Graduate,Arts -- General,1944,SK,0,,,,1,N,2,7
125751,,E,F,Graduate,Arts -- General,1982,BC,0,,,,8,N,0,8
125752,,E,M,Graduate,Science -- General,1976,ON,0,,,,12,N,3,19
125753,,E,F,Graduate,Science -- General,1987,SK,39765,2014,1994,16304,0,N,3,20
125754,President, ,F,Graduate,Management,1982,AB,0,,,,0,N,0,18
125755,,E,F,Graduate,Management,1948,QC,0,,,,3,N,1,1
125756,,E,F,Graduate,Engineer -- General,1966,BC,0,,,,15,N,2,9
125757,, ,F,Graduate,Engineer -- General,1992,QC,0,,,,2,N,2,13
125758,President, ,M,Graduate,Agr&Env -- General,1983,ON,0,,,,13,N,0,10
125759,,E,M,Graduate,Arts -- General,2009,AB,21017,2011,2010,18915,5,N,0,19
125760,, ,M,Graduate,Arts -- General,1970,NB,0,,,,15,N,3,8
125761,,E,M,Graduate,Engineer -- General,1940,BC,26950,1958,1939,6199,3,N,0,15
125762,,E,M,"Graduate, Former Faculty/Staff",Engineer -- General,1966,QC,0,,,,7,N,1,21
125763,,E,F,Graduate,Agr&Env -- General,1954,QC,0,,,,9,N,1,14
125764,,E,F,Graduate,Agr&Env -- Dietetics,2012,QC,0,,,,3,N,2,7
125765,,F,F,Graduate,Science -- General,2005,QC,0,,,,8,Y,0,21
125766,,E,F,Graduate,Engineer -- General,1980,NB,0,,,,6,N,3,23
125767,, ,M,Graduate,Dentistry,1944,ON,40118,1972,1960,28484,6,N,3,19
125768,,F,M,Graduate,Engineer -- General,1946,ON,6920,1973,1953,3322,14,N,0,16
125769,,F,M,Graduate,Medicine -- General,2003,QC,8974,2011,2004,1526,9,N,1,4
125770,,E,F,Graduate,Medicine -- General,1941,NB,26520,1943,1942,13260,15,N,2,19
125771,,E,M,Graduate,Management,1946,AB,0,,,,4,N,2,22
125772,,E,M,Graduate,Science -- General,2015,ON,0,,,,10,N,0,7
125773,, ,M,Graduate,Arts -- General,1971,MB,0,,,,10,N,0,11
125774,,E,M,Graduate,Arts -- General,1991,BC,0,,,,7,N,3,9
125775,,E,M,Graduate,Engineer -- General,2000,AB,0,,,,5,N,0,9
125776,,E,F,Graduate,Management,1988,BC,0,,,,8,N,1,18
125777,,F,F,Graduate,Arts -- General,1995,AB,0,,,,0,Y,1,21
125778,,E,F,Graduate,Arts -- Social Work,1976,AB,22202,1986,1986,8215,13,N,2,15
125779,,E,M,Graduate,Agr&Env -- General,1942,QC,0,,,,9,N,0,1
125780,"Chairman, CEO",E,M,Graduate,Arts -- Information (Library) Studies,1950,ON,0,,,,0,N,3,4
125781,,E,F,Graduate,Engineer -- General,1998,BC,47198,1999,1997,33039,15,Y,3,18
125782,,E,F,Graduate,Management,2010,QC,0,,,,10,N,0,18
125783,,E,M,Graduate,Arts -- General,1956,QC,0,,,,12,Y,1,23
125784,, ,M,Graduate,Engineer -- General,1996,QC,4071,2013,1998,489,1,N,2,11
125785,,E,F,Graduate,Arts -- General,1964,QC,0,,,,12,N,2,20
125786,CEO,E,F,Graduate,Engineer -- General,1976,ON,0,,,,6,N,0,22
125787,, ,M,Graduate,Management,1964,BC,0,,,,7,N,0,20
125788,,E,F,"Graduate, Former Faculty/Staff",Medicine -- General,2013,NL,0,,,,3,N,3,5
125789,,F,M,Graduate,Management,2014,QC,0,,,,5,N,0,6
125790,,E,M,Graduate,Arts -- General,1941,ON,0,,,,7,N,1,6
125791,,E,F,Graduate,Arts -- General,1955,NB,0,,,,15,Y,1,10
125792,, ,M,Graduate,Arts -- General,2013,ON,0,,,,14,N,2,13
125793,, ,M,Graduate,Agr&Env -- Dietetics,1943,ON,0,,,,13,N,0,5
125794,,E,M,Graduate,Agr&Env -- General,1977,QC,0,,,,5,N,3,7
125795,,E,M,Graduate,Medicine -- General,1981,BC,0,,,,8,Y,3,12
125796,, ,M,Graduate,Science -- General,1969,ON,28435,1993,1983,8815,15,N,0,15
125797,President, ,M,Graduate,Management,2000,AB,0,,,,1,N,1,2
125798,,E,M,"Graduate, Student",Arts -- General,1994,NS,0,,,,15,N,2,23
125799,,E,F,Graduate,Medicine -- General,1953,ON,43227,1968,1967,3458,9,N,2,16
125800,President,E,M,Graduate,Management,1975,ON,0,,,,8,N,0,10
125801,,E,M,Graduate,Agr&Env -- General,1965,QC,19603,1971,1965,4509,1,N,0,16
125802,,E,F,Graduate,Management,1976,ON,2447,1995,1975,2227,12,N,3,6
125803,CEO,E,F,Graduate,Science -- General,1961,MB,0,,,,10,N,0,23
125804,,E,F,Graduate,Arts -- General,2011,QC,0,,,,15,N,1,1
125805,,E,M,Graduate,Management,1983,MB,0,,,,14,N,1,4
125806,,E,M,Graduate,Management,1973,ON,0,,,,7,N,2,16
125807,, ,M,Graduate,Engineer -- General,1946,ON,0,,,,1,N,0,8
125808,,E,F,Graduate,Engineer -- General,1986,AB,0,,,,2,N,3,20
125809,,E,M,Graduate,Arts -- General,1971,QC,0,,,,11,N,3,4
125810,,E,M,Graduate,Engineer -- General,1946,ON,0,,,,6,N,0,19
125811,,E,F,"Graduate, Former Faculty/Staff",Law,1979,MB,0,,,,8,N,1,2
125812,, ,F,Graduate,Management,1984,NB,0,,,,4,N,2,1
125813,,E,F,Graduate,Arts -- General,1990,AB,0,,,,12,N,2,6
125814,,F,M,Graduate,Management,1946,ON,1150,1975,1953,161,6,N,0,1
125815,,F,M,Graduate,Management,1939,AB,0,,,,10,N,0,7
125816,,F,M,Graduate,Religious Studies,1973,BC,0,,,,0,N,3,1
125817,,E,F,Graduate,Engineer -- General,1992,BC,0,,,,12,N,0,0
125818,,E,M,Graduate,Science -- General,1985,QC,0,,,,14,Y,1,0
125819,,E,F,Graduate,Arts -- General,1941,QC,0,,,,12,N,1,4
125820,,E,M,Graduate,Arts -- General,1997,AB,0,,,,6,N,2,11
125821,,E,F,Graduate,Arts -- General,1942,NB,46120,1971,1947,25366,8,N,0,19
125822,,F,F,Graduate,Management,2013,BC,0,,,,14,N,3,18
125823,,E,M,"Graduate, Past Student",Agr&Env -- Dietetics,2012,ON,0,,,,5,N,3,19
125824,,E,M,Graduate,Arts -- General,2010,ON,39836,2015,2014,29479,3,N,0,15
125825,,E,M,Graduate,Science -- General,1957,QC,4706,1972,1965,2682,15,Y,1,22
125826,,E,M,Graduate,Arts -- General,1983,QC,1909,2004,1991,687,4,N,2,2
125827,,F,M,Graduate,Engineer -- General,1962,AB,37615,1983,1975,34230,6,N,2,18
125828,,F,M,Graduate,Medicine -- Nursing,1956,NS,30024,1963,1958,13511,7,N,0,18
125829,,F,F,Graduate,Arts -- General,1971,NL,0,,,,1,N,0,1
125830,, ,M,Graduate,Engineer -- General,2005,NS,0,,,,1,N,3,9
125831,,F,M,Graduate,Management,2009,AB,10849,2011,2011,4882,2,N,0,19
125832,,F,M,Graduate,Arts -- General,2013,ON,0,,,,13,N,1,13
125833,,E,M,Graduate,Science -- General,2006,ON,0,,,,8,N,1,1
125834,, ,M,Graduate,Law,1944,NB,0,,,,9,N,2,0
125835,,E,M,Graduate,Arts -- General,1995,BC,0,,,,1,N,0,18
125836,, ,M,Graduate,Management,2004,BC,0,,,,12,N,3,16
125837,,F,F,Graduate,Science -- General,1994,NB,10561,1998,1997,6231,11,N,3,16
125838,, ,M,Graduate,Arts -- General,1960,ON,0,,,,12,N,0,19
125839,,F,M,Graduate,Engineer -- General,1966,AB,0,,,,11,N,1,13
125840,,E,F,"Graduate, Former Faculty/Staff",Law,1990,QC,0,,,,15,N,2,1
125841,,E,M,Graduate,Engineer -- General,1989,BC,0,,,,5,N,2,14
125842,,E,F,Graduate,Science -- General,1972,BC,41187,1981,1981,23065,1,Y,0,15
125843,, ,F,Graduate,Agr&Env -- General,1966,ON,0,,,,5,N,0,3
125844,,F,M,Graduate,Management,1960,BC,29573,1962,1962,25137,3,N,3,18
125845,CEO, ,M,Graduate,Engineer -- General,1941,QC,0,,,,1,N,0,8
125846,, ,F,Graduate,Management,1998,BC,0,,,,10,N,1,12
125847,,F,M,Graduate,Management,2001,MB,0,,,,12,N,1,7
125848,,F,F,Graduate,Law,1973,ON,0,,,,1,N,2,3
125849,,E,M,Graduate,Arts -- General,1978,ON,992,2000,1996,546,5,N,0,8
125850,, ,F,Graduate,Arts -- General,2002,ON,0,,,,14,N,3,4
125851,,E,F,Graduate,Science -- General,1998,ON,0,,,,1,N,3,18
125852,,E,F,Graduate,Management,1944,MB,0,,,,7,N,0,4
125853,,E,F,Graduate,Science -- General,2013,SK,0,,,,11,N,1,6
125854,, ,M,Graduate,Engineer -- General,1970,ON,0,,,,8,N,2,7
125855,,E,F,Graduate,Engineer -- General,1993,ON,26974,1996,1994,8092,8,N,2,16
125856,, ,M,Graduate,Management,2004,BC,0,,,,13,N,0,15
125857,,E,F,Graduate,Arts -- General,1945,QC,0,,,,8,N,0,1
125858,,E,M,Graduate,Medicine -- General,1953,NB,0,,,,6,N,3,3
125859,,E,F,Graduate,Science -- General,1966,QC,0,,,,14,N,0,16
125860,,E,M,"Graduate, Past Student",Management,1952,ON,0,,,,0,N,1,9
125861,,E,M,Graduate,Engineer -- Architect,1974,ON,30270,1993,1977,22703,9,N,1,15
125862,, ,F,Graduate,Science -- General,1968,NS,0,,,,5,N,2,19
125863,,E,F,Graduate,Engineer -- General,1947,ON,0,,,,15,N,0,6
125864,,E,F,Graduate,Medicine -- Nursing,1988,ON,0,,,,15,N,3,18
125865,,E,F,Graduate,Law,1976,AB,0,,,,10,N,3,10
125866,, ,M,Graduate,Medicine -- General,1984,QC,0,,,,13,N,0,15
125867,,E,F,Graduate,Arts -- General,1990,NB,0,,,,0,N,1,2
125868,,E,M,Graduate,Arts -- General,1945,QC,2088,1948,1944,689,9,N,2,0
125869,President,E,F,Graduate,Arts -- Information (Library) Studies,1994,QC,0,,,,12,N,2,16
125870,,F,F,Graduate,Science -- General,1987,MB,45049,2002,1999,43247,3,N,0,18
125871,,E,M,Graduate,Engineer -- Architect,2002,BC,32607,2010,2003,11086,14,N,0,17
125872,,F,M,Graduate,Education -- General,1992,ON,0,,,,11,N,3,2
125873,, ,F,Graduate,Management,1961,AB,0,,,,2,N,0,9
125874,, ,F,"Graduate, Former Faculty/Staff",Engineer -- General,1948,NS,0,,,,13,N,1,18
125875,,F,F,Graduate,Medicine -- General,1972,ON,0,,,,15,N,1,23
125876,, ,F,Graduate,Arts -- General,1963,BC,0,,,,3,N,2,10
125877,, ,M,Graduate,Medicine -- General,2001,ON,0,,,,12,N,0,10
125878,,E,M,Graduate,Engineer -- General,1943,ON,0,,,,9,N,3,15
125879,President,E,M,Graduate,Engineer -- General,1982,BC,0,,,,2,N,3,10
125880,,E,F,Graduate,Arts -- General,2011,QC,0,,,,3,N,0,22
125881,,E,F,Graduate,Management,2008,QC,0,,,,0,N,1,16
125882,, ,F,Graduate,Science -- General,1943,QC,0,,,,13,N,2,14
125883,,E,M,Graduate,Engineer -- General,1974,QC,44930,2000,1994,29654,13,N,2,18
125884,,E,M,Graduate,Management,2012,AB,48604,2013,2012,28190,10,N,0,17
125885,,F,M,Graduate,Management,2013,MB,0,,,,13,N,0,5
125886,, ,F,Graduate,Engineer -- General,1971,ON,0,,,,11,N,3,17
125887,,E,F,Graduate,Management,2007,AB,0,,,,10,N,0,12
125888,President, ,M,Graduate,Science -- General,1989,BC,29438,2013,2000,22373,8,N,1,16
125889,,E,F,Graduate,Arts -- General,1969,QC,0,,,,8,N,1,16
125890,,E,M,Graduate,Arts -- General,1974,QC,33225,1990,1988,21264,6,N,2,15
125891,,E,F,Graduate,Management,1998,BC,0,,,,5,N,0,5
125892,,E,F,Graduate,Medicine -- POT,2015,ON,0,,,,12,Y,3,17
125893,,F,M,Graduate,Arts -- General,1980,AB,0,,,,8,N,3,21
125894,,E,F,Graduate,Engineer -- General,2009,ON,30054,2013,2010,16530,10,N,0,19
